0 -5.63038 0.00513993
0.02 -5.63744 0.00321782
0.04 -5.63741 0.00285496
0.06 -5.63797 0.00292506
0.08 -5.64125 0.00202372
0.1 -5.64169 0.0023277
0.12 -5.64332 0.0021303
0.14 -5.64429 0.00211874
0.16 -5.6449 0.00186635
0.18 -5.64517 0.00201759
0.2 -5.64649 0.00185864
0.22 -5.64736 0.00183259
0.24 -5.64827 0.00179001
0.26 -5.6485 0.00179288
0.28 -5.64979 0.00163241
0.3 -5.65017 0.00196584
0.32 -5.65042 0.00182135
0.34 -5.65109 0.00166014
0.36 -5.65183 0.00123896
0.38 -5.65257 0.00137005
0.4 -5.65315 0.00149642
0.42 -5.65331 0.00163342
0.44 -5.65409 0.00145535
0.46 -5.65444 0.00150045
0.48 -5.65486 0.00142234
0.5 -5.65511 0.00152217
0.52 -5.65582 0.00155236
0.54 -5.65638 0.00141215
0.56 -5.65649 0.00131606
0.58 -5.65717 0.00136972
0.6 -5.65717 0.0014451
0.62 -5.65776 0.00136261
0.64 -5.65831 0.0013835
0.66 -5.65872 0.00130145
0.68 -5.65927 0.0011803
0.7 -5.65939 0.00132339
0.72 -5.65971 0.00115853
0.74 -5.65974 0.00135441
0.76 -5.66003 0.0013126
0.78 -5.66098 0.00118335
0.8 -5.66123 0.00112276
0.82 -5.66132 0.00107175
0.84 -5.66149 0.00118038
0.86 -5.66199 0.00113562
0.88 -5.66207 0.00113095
0.9 -5.66256 0.00103907
0.92 -5.66242 0.00123228
0.94 -5.66304 0.00109711
0.96 -5.6634 0.00104478
0.98 -5.6636 0.0011339
1 -5.66393 0.00100925
