LAMMPS data file via write_data, version 15 Sep 2022, timestep = 2650000

4752 atoms
2 atom types

0 12.124735290831254 xlo xhi
0 11.454904119296259 ylo yhi
0 34.9993615223844 zlo zhi

Masses

1 1
2 1

Atoms # atomic

1 1 0.8446867813826475 0.46380376432237924 0.45621823620361623 0 0 0
2 1 0.2744208392142196 1.4381482228127154 0.45023745918429153 0 0 0
3 1 1.9624690620097598 0.48334768778377296 0.4153559770625112 0 0 0
4 1 1.3623972368036004 1.4493513300895216 0.40718059771472664 0 0 0
5 1 3.053455591227668 0.512992424338808 0.40036188768247616 0 0 0
6 1 2.4620592175694433 1.4513585552248707 0.44363027683883216 0 0 0
7 1 4.123213188483502 0.4697892560881076 0.42786266943063855 0 0 0
8 1 3.582623531263399 1.4371421689478179 0.47173841971183333 0 0 0
9 1 5.2172958428574185 0.44989216665411447 0.4730545955767801 0 0 0
10 1 4.697159321440132 1.4420707986825299 0.4334109242779438 0 0 0
12 1 5.797970561819751 1.407639492560672 0.4614356124221345 0 0 0
23 1 0.8105533018476418 2.3671905522556713 0.4586834292017709 0 0 0
24 1 0.2760020037183068 3.3351307778378114 0.4979311433876746 0 0 0
25 1 1.8989515828410157 2.4094549349686045 0.40726761036018033 0 0 0
26 1 1.3747197769914066 3.3500404256895187 0.4523198719661502 0 0 0
27 1 3.0039262159633293 2.3996653107346195 0.49731356354021533 0 0 0
28 1 2.4660798034347424 3.355955011831396 0.45414079813009806 0 0 0
29 1 4.124886957256495 2.4095767354412985 0.45020027328035833 0 0 0
30 1 3.5791557620036603 3.326309085044937 0.47844495265609455 0 0 0
31 1 5.2243595143357355 2.3744807930147847 0.4527231100482174 0 0 0
32 1 4.702630503815856 3.3696117136961443 0.4694580900422501 0 0 0
34 1 5.783443783235606 3.3638738326425184 0.45993215875049787 0 0 0
45 1 0.8038662791608243 4.286428689311783 0.4633120259220691 0 0 0
46 1 0.2708541804260839 5.206392805118293 0.42079365698497107 0 0 0
47 1 1.913210127856202 4.293550131516029 0.48141458163746 0 0 0
48 1 1.3754438978561279 5.2557163155048645 0.44413136040585793 0 0 0
49 1 3.010326990686525 4.331257136007391 0.4107836316256623 0 0 0
50 1 2.501589077726184 5.290661450483214 0.4095945068447559 0 0 0
51 1 4.107418296735853 4.278013362334111 0.4518564264289695 0 0 0
52 1 3.5906919410070146 5.255160074715288 0.48108193536821314 0 0 0
53 1 5.246308436018972 4.280079797051399 0.46203006689209514 0 0 0
54 1 4.661274292435169 5.227310070762933 0.4817997850716084 0 0 0
56 1 5.767235045438714 5.256949250683265 0.36631843071569875 0 0 0
67 1 0.8376708830982056 6.212277762267378 0.47441517024233554 0 -1 0
68 1 0.30396186658181107 7.165216228495765 0.44971268122059266 0 -1 0
69 1 1.9341144236833199 6.206264854966568 0.4133058182682577 0 -1 0
70 1 1.4020867713451641 7.138743761576488 0.46761875579769413 0 -1 0
71 1 3.0698029400616575 6.214469545778889 0.4369575869720876 0 -1 0
72 1 2.4989392352992166 7.169697109007265 0.46860952989267063 0 -1 0
73 1 4.108590830923427 6.214899644153956 0.47644826051133327 0 -1 0
74 1 3.6004855939980156 7.167232554670581 0.480678679316879 0 -1 0
75 1 5.197991014570033 6.171215148384568 0.44321180770673946 0 -1 0
76 1 4.67560409094283 7.177352116377114 0.46078331449045584 0 -1 0
78 1 5.792463168020233 7.178857460498822 0.45212183554060253 0 -1 0
89 1 0.8160748910710471 8.101493860215538 0.4220444711148671 0 -1 0
90 1 0.28835408232682064 9.044107586719464 0.49311282083635133 0 -1 0
91 1 1.9155350195828917 8.123268537829919 0.4080484763847736 0 -1 0
92 1 1.3826433992032783 9.095172646773106 0.4355087497730043 0 -1 0
93 1 3.057161681343066 8.134417169186303 0.4326744119501309 0 -1 0
94 1 2.4705581142161748 9.062517297792285 0.4303436584383656 0 -1 0
95 1 4.155467794520706 8.168858101837447 0.4292203244333306 0 -1 0
96 1 3.583651403847854 9.06747498570268 0.4420022911417405 0 -1 0
